CustomerID,InvoiceDate,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_total,Segment,Cluster,Cluster_Label
13178,2011-11-13 16:14:00,26,11,5725.47,4,5,5,455,14,Champions,0,Loyal Customers
13182,2011-10-25 13:46:00,45,1,121.18,3,1,1,311,5,Needs Attention,0,Loyal Customers
13183,2011-12-02 10:30:00,8,9,3957.78,5,5,5,555,15,Champions,0,Loyal Customers
13184,2011-11-25 12:02:00,15,10,1701.29,4,5,4,454,13,Champions,0,Loyal Customers
13185,2011-03-17 11:56:00,268,1,71.4,1,1,1,111,3,Lost,1,Lost
13186,2011-10-31 11:40:00,40,3,1575.89,3,3,4,334,10,Loyal Customers,0,Loyal Customers
13187,2011-01-06 18:57:00,337,1,236.02,1,1,1,111,3,Lost,1,Lost
13188,2011-11-28 15:28:00,11,1,114.6,5,1,1,511,7,Promising,0,Loyal Customers
13189,2011-11-21 10:39:00,19,2,260.68,4,2,2,422,8,Promising,0,Loyal Customers
13192,2011-09-05 14:13:00,95,2,911.94,2,2,3,223,7,Lost,0,Loyal Customers
13193,2011-10-09 14:30:00,61,1,117.88,3,1,1,311,5,Needs Attention,0,Loyal Customers
13194,2011-07-27 09:01:00,136,1,60.7,2,1,1,211,4,Lost,0,Loyal Customers
13196,2011-11-28 13:54:00,11,4,1797.78,5,4,4,544,13,Champions,0,Loyal Customers
13198,2011-11-29 15:17:00,10,6,3401.24,5,5,5,555,15,Champions,0,Loyal Customers
13199,2011-12-06 12:30:00,4,38,9817.12,5,5,5,555,15,Champions,3,High Value
13200,2011-11-20 15:35:00,19,4,870.09,4,4,3,443,11,Champions,0,Loyal Customers
13203,2011-11-30 10:45:00,10,4,869.46,5,4,3,543,12,Champions,0,Loyal Customers
13207,2011-11-24 14:52:00,15,2,250.26,4,2,2,422,8,Promising,0,Loyal Customers
13208,2011-10-12 09:54:00,59,6,1223.9,3,5,4,354,12,Loyal Customers,0,Loyal Customers
13209,2011-11-09 13:54:00,30,8,5891.61,4,5,5,455,14,Champions,0,Loyal Customers
13210,2011-09-07 08:18:00,94,1,353.48,2,1,2,212,5,Lost,0,Loyal Customers
13211,2011-11-29 14:43:00,10,3,1197.42,5,3,4,534,12,Loyal Customers,0,Loyal Customers
13212,2011-11-20 12:40:00,20,3,788.08,4,3,3,433,10,Loyal Customers,0,Loyal Customers
13213,2011-10-14 11:42:00,57,5,1520.58,3,4,4,344,11,Loyal Customers,0,Loyal Customers
13216,2011-03-17 12:18:00,268,1,333.74,1,1,2,112,4,Lost,1,Lost
13217,2011-08-09 15:32:00,122,3,533.98,2,3,3,233,8,At Risk,0,Loyal Customers
13218,2011-08-04 16:59:00,127,1,62.64,2,1,1,211,4,Lost,0,Loyal Customers
13220,2011-09-22 13:38:00,78,4,819.2900000000001,2,4,3,243,9,At Risk,0,Loyal Customers
13221,2011-04-13 16:58:00,240,2,847.41,1,2,3,123,6,Lost,1,Lost
13223,2011-05-23 13:03:00,200,2,163.2,1,2,1,121,4,Lost,1,Lost
13224,2011-10-10 14:55:00,60,2,2155.95,3,2,5,325,10,Needs Attention,0,Loyal Customers
13225,2011-12-06 13:29:00,3,7,6463.84,5,5,5,555,15,Champions,0,Loyal Customers
13226,2011-03-11 14:35:00,273,1,108.21,1,1,1,111,3,Lost,1,Lost
13227,2011-05-22 11:47:00,202,1,257.7,1,1,2,112,4,Lost,1,Lost
13228,2011-09-19 14:28:00,81,1,358.0,2,1,2,212,5,Lost,0,Loyal Customers
13229,2011-04-28 12:07:00,226,1,160.95,1,1,1,111,3,Lost,1,Lost
13230,2011-12-05 16:03:00,4,14,2806.97,5,5,5,555,15,Champions,0,Loyal Customers
13232,2011-11-27 10:39:00,13,7,1357.6,5,5,4,554,14,Champions,0,Loyal Customers
13233,2011-09-26 13:25:00,74,2,605.12,2,2,3,223,7,Lost,0,Loyal Customers
13235,2011-05-11 17:13:00,212,1,1031.07,1,1,4,114,6,Lost,1,Lost
13236,2011-11-15 12:50:00,25,2,744.85,4,2,3,423,9,Promising,0,Loyal Customers
13238,2011-11-22 15:37:00,17,4,700.73,4,4,3,443,11,Champions,0,Loyal Customers
13239,2011-03-23 10:25:00,262,1,329.56,1,1,2,112,4,Lost,1,Lost
13240,2011-09-04 14:08:00,96,4,663.65,2,4,3,243,9,At Risk,0,Loyal Customers
13242,2011-08-19 12:53:00,112,3,270.40000000000003,2,3,2,232,7,At Risk,0,Loyal Customers
13243,2011-05-20 13:14:00,203,1,600.07,1,1,3,113,5,Lost,1,Lost
13244,2011-09-08 11:46:00,93,1,121.74,2,1,1,211,4,Lost,0,Loyal Customers
13245,2011-10-20 11:40:00,51,1,430.5,3,1,2,312,6,Needs Attention,0,Loyal Customers
13246,2011-11-21 16:50:00,18,6,1987.3,4,5,4,454,13,Champions,0,Loyal Customers
13247,2011-11-22 10:59:00,18,4,501.12,4,4,3,443,11,Champions,0,Loyal Customers
13248,2011-08-07 12:40:00,125,2,465.68,2,2,2,222,6,Lost,0,Loyal Customers
13249,2011-09-08 13:26:00,92,3,711.41,2,3,3,233,8,At Risk,0,Loyal Customers
13253,2011-07-06 10:09:00,157,2,1030.4,2,2,4,224,8,Lost,1,Lost
13255,2011-11-30 13:14:00,9,2,399.51,5,2,2,522,9,Promising,0,Loyal Customers
13258,2011-11-28 09:31:00,12,3,698.5799999999999,5,3,3,533,11,Loyal Customers,0,Loyal Customers
13259,2011-10-09 10:48:00,62,1,292.32,3,1,2,312,6,Needs Attention,0,Loyal Customers
13260,2011-10-09 13:21:00,61,1,557.62,3,1,3,313,7,Needs Attention,0,Loyal Customers
13261,2011-03-16 12:22:00,269,2,944.1,1,2,4,124,7,Lost,1,Lost
13262,2011-03-21 15:06:00,263,1,200.29,1,1,1,111,3,Lost,1,Lost
13263,2011-12-08 13:59:00,1,35,7454.07,5,5,5,555,15,Champions,3,High Value
13265,2011-10-17 15:02:00,53,5,2107.66,3,4,5,345,12,Loyal Customers,0,Loyal Customers
13266,2011-11-28 14:39:00,11,12,3834.26,5,5,5,555,15,Champions,0,Loyal Customers
13267,2011-12-07 11:12:00,3,19,4521.49,5,5,5,555,15,Champions,3,High Value
13268,2011-11-22 11:51:00,18,11,3214.69,4,5,5,455,14,Champions,0,Loyal Customers
13269,2011-12-08 14:53:00,1,15,5346.2300000000005,5,5,5,555,15,Champions,3,High Value
13270,2010-12-08 14:53:00,366,1,590.0,1,1,3,113,5,Lost,1,Lost
13271,2011-11-02 14:31:00,37,1,217.38,3,1,1,311,5,Needs Attention,0,Loyal Customers
13272,2011-11-08 14:00:00,31,2,276.56,4,2,2,422,8,Promising,0,Loyal Customers
13273,2011-08-18 14:02:00,113,1,138.98,2,1,1,211,4,Lost,0,Loyal Customers
13276,2011-10-07 12:44:00,64,2,590.9300000000001,3,2,3,323,8,Needs Attention,0,Loyal Customers
13277,2011-11-24 09:21:00,16,4,258.4,4,4,2,442,10,Champions,0,Loyal Customers
13278,2011-10-30 11:49:00,41,1,542.73,3,1,3,313,7,Needs Attention,0,Loyal Customers
13279,2011-09-22 17:24:00,78,1,137.75,2,1,1,211,4,Lost,0,Loyal Customers
13280,2011-08-09 13:14:00,122,3,814.86,2,3,3,233,8,At Risk,0,Loyal Customers
13282,2011-11-21 15:33:00,18,3,1132.14,4,3,4,434,11,Loyal Customers,0,Loyal Customers
13283,2011-10-11 09:50:00,60,2,93.66,3,2,1,321,6,Needs Attention,0,Loyal Customers
13284,2011-01-13 09:23:00,331,1,201.19,1,1,1,111,3,Lost,1,Lost
13285,2011-11-16 13:19:00,23,4,2709.12,4,4,5,445,13,Champions,0,Loyal Customers
13291,2011-07-07 10:36:00,156,1,361.11,2,1,2,212,5,Lost,1,Lost
13292,2011-11-01 10:04:00,39,2,578.94,3,2,3,323,8,Needs Attention,0,Loyal Customers
13294,2011-06-03 08:54:00,190,2,873.74,1,2,3,123,6,Lost,1,Lost
13295,2010-12-15 11:21:00,360,1,201.2,1,1,1,111,3,Lost,1,Lost
13296,2011-07-25 13:46:00,137,1,87.4,2,1,1,211,4,Lost,0,Loyal Customers
13297,2011-12-02 09:32:00,8,4,2089.85,5,4,5,545,14,Champions,0,Loyal Customers
13298,2011-12-08 13:11:00,1,1,360.0,5,1,2,512,8,Promising,0,Loyal Customers
13299,2011-03-16 12:55:00,268,1,142.5,1,1,1,111,3,Lost,1,Lost
13300,2011-06-23 13:09:00,169,1,371.89,2,1,2,212,5,Lost,1,Lost
13301,2011-08-28 11:25:00,104,4,618.09,2,4,3,243,9,At Risk,0,Loyal Customers
13302,2011-07-07 17:56:00,155,1,63.75,2,1,1,211,4,Lost,1,Lost
13304,2010-12-23 14:35:00,351,1,300.42,1,1,2,112,4,Lost,1,Lost
13305,2011-12-05 15:15:00,4,10,2000.86,5,5,4,554,14,Champions,0,Loyal Customers
13307,2011-08-11 17:14:00,120,1,15.0,2,1,1,211,4,Lost,0,Loyal Customers
13308,2011-11-17 09:31:00,23,3,1385.51,4,3,4,434,11,Loyal Customers,0,Loyal Customers
13309,2011-12-02 16:34:00,7,5,1456.79,5,4,4,544,13,Champions,0,Loyal Customers
13310,2011-11-11 17:23:00,28,3,1132.03,4,3,4,434,11,Loyal Customers,0,Loyal Customers
13311,2011-12-05 12:55:00,4,2,598.57,5,2,3,523,10,Promising,0,Loyal Customers
13313,2011-11-17 16:48:00,22,5,1555.3200000000002,4,4,4,444,12,Champions,0,Loyal Customers
13314,2011-12-08 12:29:00,2,3,775.94,5,3,3,533,11,Loyal Customers,0,Loyal Customers
13316,2011-11-02 13:40:00,37,4,5977.73,3,4,5,345,12,Loyal Customers,0,Loyal Customers
13317,2011-10-04 13:35:00,66,6,2273.68,3,5,5,355,13,Loyal Customers,0,Loyal Customers
13318,2011-12-08 18:51:00,1,3,640.76,5,3,3,533,11,Loyal Customers,0,Loyal Customers
13319,2011-12-04 13:34:00,5,26,10845.55,5,5,5,555,15,Champions,3,High Value
13320,2011-09-22 18:07:00,78,4,1548.7,2,4,4,244,10,At Risk,0,Loyal Customers
13321,2011-09-28 15:24:00,72,2,567.36,3,2,3,323,8,Needs Attention,0,Loyal Customers
13322,2011-11-22 14:21:00,17,1,199.48,4,1,1,411,6,Promising,0,Loyal Customers
13323,2011-12-06 17:12:00,3,5,787.85,5,4,3,543,12,Champions,0,Loyal Customers
13324,2011-11-03 16:28:00,36,10,7121.95,3,5,5,355,13,Loyal Customers,0,Loyal Customers
13325,2011-09-19 10:36:00,82,1,675.3,2,1,3,213,6,Lost,0,Loyal Customers
13327,2011-11-01 10:21:00,39,8,3627.77,3,5,5,355,13,Loyal Customers,0,Loyal Customers
13328,2011-01-27 15:22:00,316,1,1308.48,1,1,4,114,6,Lost,1,Lost
13329,2011-11-08 10:29:00,32,2,789.0,4,2,3,423,9,Promising,0,Loyal Customers
13330,2011-09-08 12:27:00,93,3,1140.93,2,3,4,234,9,At Risk,0,Loyal Customers
13332,2011-11-25 13:30:00,14,1,350.90000000000003,4,1,2,412,7,Promising,0,Loyal Customers
13334,2011-09-18 15:21:00,82,3,3536.82,2,3,5,235,10,At Risk,0,Loyal Customers
13336,2011-09-23 14:05:00,77,1,795.12,2,1,3,213,6,Lost,0,Loyal Customers
13338,2011-07-05 09:06:00,158,1,487.02,2,1,2,212,5,Lost,1,Lost
13339,2011-05-23 08:31:00,201,1,860.12,1,1,3,113,5,Lost,1,Lost
13340,2011-10-25 13:15:00,45,7,10736.48,3,5,5,355,13,Loyal Customers,0,Loyal Customers
13341,2011-03-24 09:50:00,261,1,775.85,1,1,3,113,5,Lost,1,Lost
13343,2011-06-15 12:24:00,178,1,353.43,2,1,2,212,5,Lost,1,Lost
13344,2011-10-03 09:45:00,68,3,2543.7200000000003,3,3,5,335,11,Loyal Customers,0,Loyal Customers
13345,2011-02-25 09:01:00,288,1,389.5,1,1,2,112,4,Lost,1,Lost
13347,2011-09-30 13:28:00,70,1,341.36,3,1,2,312,6,Needs Attention,0,Loyal Customers
13348,2011-10-06 17:28:00,64,1,233.76,3,1,1,311,5,Needs Attention,0,Loyal Customers
13349,2011-11-29 08:07:00,11,1,247.32,5,1,1,511,7,Promising,0,Loyal Customers
13350,2011-11-23 16:33:00,16,2,979.12,4,2,4,424,10,Promising,0,Loyal Customers
13351,2011-10-04 12:55:00,66,1,373.94,3,1,2,312,6,Needs Attention,0,Loyal Customers
13352,2011-10-10 13:55:00,60,1,397.98,3,1,2,312,6,Needs Attention,0,Loyal Customers
13354,2011-09-29 13:17:00,71,1,743.53,3,1,3,313,7,Needs Attention,0,Loyal Customers
13355,2011-08-09 14:48:00,122,1,674.7,2,1,3,213,6,Lost,0,Loyal Customers
13356,2011-09-20 14:33:00,80,1,768.24,2,1,3,213,6,Lost,0,Loyal Customers
13357,2011-03-27 13:56:00,257,1,609.95,1,1,3,113,5,Lost,1,Lost
13358,2011-03-16 11:52:00,269,1,439.03,1,1,2,112,4,Lost,1,Lost
13359,2011-10-07 09:30:00,64,1,439.56,3,1,2,312,6,Needs Attention,0,Loyal Customers
13362,2011-11-30 14:41:00,9,4,3090.74,5,4,5,545,14,Champions,0,Loyal Customers
13363,2011-11-22 12:40:00,18,2,992.5,4,2,4,424,10,Promising,0,Loyal Customers
13364,2011-09-29 18:13:00,71,1,134.96,3,1,1,311,5,Needs Attention,0,Loyal Customers
13365,2011-11-06 12:36:00,34,2,2225.37,3,2,5,325,10,Needs Attention,0,Loyal Customers
13366,2011-10-20 13:37:00,50,1,56.16,3,1,1,311,5,Needs Attention,0,Loyal Customers
13368,2011-03-28 09:59:00,257,2,623.4,1,2,3,123,6,Lost,1,Lost
13369,2010-12-09 11:30:00,366,1,308.28000000000003,1,1,2,112,4,Lost,1,Lost
13370,2010-12-03 10:26:00,372,1,754.87,1,1,3,113,5,Lost,1,Lost
13372,2011-09-11 12:46:00,90,1,378.64,2,1,2,212,5,Lost,0,Loyal Customers
13373,2011-10-10 10:51:00,61,3,3312.25,3,3,5,335,11,Loyal Customers,0,Loyal Customers
13375,2011-09-12 10:19:00,89,1,778.65,2,1,3,213,6,Lost,0,Loyal Customers
13376,2011-09-01 16:16:00,99,3,1019.76,2,3,4,234,9,At Risk,0,Loyal Customers
13379,2011-11-13 13:45:00,26,3,572.56,4,3,3,433,10,Loyal Customers,0,Loyal Customers
13381,2011-11-08 11:58:00,32,6,3639.31,4,5,5,455,14,Champions,0,Loyal Customers
13382,2011-03-04 10:03:00,281,1,222.99,1,1,1,111,3,Lost,1,Lost
13384,2011-11-09 11:04:00,31,7,4151.93,4,5,5,455,14,Champions,0,Loyal Customers
13385,2011-01-14 09:52:00,330,1,534.57,1,1,3,113,5,Lost,1,Lost
13388,2011-07-31 12:52:00,131,2,677.1,2,2,3,223,7,Lost,0,Loyal Customers
13389,2011-11-28 14:01:00,11,3,797.96,5,3,3,533,11,Loyal Customers,0,Loyal Customers
13390,2011-09-26 08:38:00,75,1,544.08,2,1,3,213,6,Lost,0,Loyal Customers
13391,2011-05-20 10:50:00,204,1,59.8,1,1,1,111,3,Lost,1,Lost
13394,2011-12-08 11:36:00,2,8,2520.02,5,5,5,555,15,Champions,0,Loyal Customers
13395,2011-06-07 15:04:00,185,1,307.72,1,1,2,112,4,Lost,1,Lost
13396,2011-11-10 16:59:00,29,2,1360.99,4,2,4,424,10,Promising,0,Loyal Customers
13397,2011-09-28 10:56:00,73,5,1544.13,2,4,4,244,10,At Risk,0,Loyal Customers
13398,2011-05-31 13:17:00,192,1,457.34,1,1,2,112,4,Lost,1,Lost
13402,2011-08-04 15:51:00,127,2,621.23,2,2,3,223,7,Lost,0,Loyal Customers
13403,2011-11-22 08:28:00,18,1,75.0,4,1,1,411,6,Promising,0,Loyal Customers
13404,2011-12-08 15:37:00,1,2,252.49,5,2,2,522,9,Promising,0,Loyal Customers
13405,2011-09-26 17:01:00,74,3,572.451,2,3,3,233,8,At Risk,0,Loyal Customers
13408,2011-12-08 09:05:00,2,62,28117.04,5,5,5,555,15,Champions,3,High Value
13410,2011-11-15 15:33:00,24,5,1003.06,4,4,4,444,12,Champions,0,Loyal Customers
13411,2011-08-24 13:57:00,107,1,213.55,2,1,1,211,4,Lost,0,Loyal Customers
13414,2011-07-29 11:45:00,134,3,1390.5,2,3,4,234,9,At Risk,0,Loyal Customers
13416,2011-10-27 08:56:00,44,2,712.5,3,2,3,323,8,Needs Attention,0,Loyal Customers
13417,2011-12-05 08:49:00,5,2,640.83,5,2,3,523,10,Promising,0,Loyal Customers
13418,2011-11-28 10:23:00,12,18,6127.43,5,5,5,555,15,Champions,3,High Value
13419,2011-10-07 12:49:00,64,1,221.06,3,1,1,311,5,Needs Attention,0,Loyal Customers
13420,2011-07-13 08:48:00,150,2,159.85,2,2,1,221,5,Lost,1,Lost
13421,2011-10-30 14:21:00,40,2,1851.08,3,2,4,324,9,Needs Attention,0,Loyal Customers
13422,2011-10-06 13:42:00,64,1,2626.3,3,1,5,315,9,Needs Attention,0,Loyal Customers
13425,2011-08-23 17:13:00,108,3,1624.21,2,3,4,234,9,At Risk,0,Loyal Customers
13426,2011-12-09 08:59:00,1,10,3641.32,5,5,5,555,15,Champions,0,Loyal Customers
13427,2011-11-20 13:02:00,19,3,582.6,4,3,3,433,10,Loyal Customers,0,Loyal Customers
13428,2011-11-29 14:20:00,10,1,218.47,5,1,1,511,7,Promising,0,Loyal Customers
13429,2011-11-29 09:10:00,11,4,1006.8,5,4,4,544,13,Champions,0,Loyal Customers
13430,2011-11-21 08:19:00,19,2,679.45,4,2,3,423,9,Promising,0,Loyal Customers
13431,2011-10-03 13:49:00,67,2,1269.1,3,2,4,324,9,Needs Attention,0,Loyal Customers
13434,2011-09-26 14:30:00,74,2,534.24,2,2,3,223,7,Lost,0,Loyal Customers
13435,2011-12-04 14:45:00,5,7,3809.89,5,5,5,555,15,Champions,0,Loyal Customers
13436,2011-12-08 10:33:00,2,1,196.89,5,1,1,511,7,Promising,0,Loyal Customers
13437,2011-11-25 14:00:00,14,7,3408.06,4,5,5,455,14,Champions,0,Loyal Customers
13439,2011-03-29 14:20:00,255,1,283.71,1,1,2,112,4,Lost,1,Lost
13441,2011-09-09 09:38:00,92,1,296.64,2,1,2,212,5,Lost,0,Loyal Customers
13447,2011-11-16 13:38:00,23,3,1129.14,4,3,4,434,11,Loyal Customers,0,Loyal Customers
13448,2011-11-23 12:33:00,17,6,3539.3700000000003,4,5,5,455,14,Champions,0,Loyal Customers
13449,2011-11-16 08:28:00,24,1,291.88,4,1,2,412,7,Promising,0,Loyal Customers
13450,2011-11-13 11:54:00,27,6,2043.72,4,5,4,454,13,Champions,0,Loyal Customers
13451,2011-11-13 15:58:00,26,5,2976.15,4,4,5,445,13,Champions,0,Loyal Customers
13452,2011-03-25 14:19:00,259,2,590.0,1,2,3,123,6,Lost,1,Lost
13453,2011-06-27 09:34:00,166,2,356.98,2,2,2,222,6,Lost,1,Lost
13455,2011-11-15 11:21:00,25,2,1058.34,4,2,4,424,10,Promising,0,Loyal Customers
13456,2011-11-22 09:18:00,18,6,1766.72,4,5,4,454,13,Champions,0,Loyal Customers
13458,2011-12-02 15:29:00,7,14,9646.57,5,5,5,555,15,Champions,3,High Value
13460,2011-11-10 17:17:00,29,2,183.44,4,2,1,421,7,Promising,0,Loyal Customers
13461,2011-11-01 09:01:00,39,3,1445.0,3,3,4,334,10,Loyal Customers,0,Loyal Customers
13462,2011-04-01 11:20:00,253,1,151.5,1,1,1,111,3,Lost,1,Lost
13464,2011-10-12 15:01:00,58,1,674.68,3,1,3,313,7,Needs Attention,0,Loyal Customers
13466,2011-06-08 16:39:00,184,1,307.90000000000003,1,1,2,112,4,Lost,1,Lost
13467,2011-11-29 10:01:00,11,2,1083.71,5,2,4,524,11,Promising,0,Loyal Customers
13468,2011-12-08 10:39:00,2,37,5704.97,5,5,5,555,15,Champions,3,High Value
13470,2011-09-01 14:57:00,99,2,165.0,2,2,1,221,5,Lost,0,Loyal Customers
13471,2011-12-08 15:44:00,1,4,2531.58,5,4,5,545,14,Champions,0,Loyal Customers
13473,2011-10-10 11:20:00,61,2,422.64,3,2,2,322,7,Needs Attention,0,Loyal Customers
13474,2011-04-17 13:53:00,236,1,229.59,1,1,1,111,3,Lost,1,Lost
13475,2011-06-01 13:52:00,191,4,1431.78,1,4,4,144,9,At Risk,1,Lost
13476,2011-06-14 12:00:00,179,2,1238.47,2,2,4,224,8,Lost,1,Lost
13477,2011-11-02 12:04:00,38,6,1454.58,3,5,4,354,12,Loyal Customers,0,Loyal Customers
13479,2011-05-23 10:45:00,201,2,300.95,1,2,2,122,5,Lost,1,Lost
13481,2011-10-25 09:07:00,46,5,1804.56,3,4,4,344,11,Loyal Customers,0,Loyal Customers
13482,2011-04-21 17:03:00,232,1,184.64,1,1,1,111,3,Lost,1,Lost
13483,2011-10-05 11:53:00,66,1,140.34,3,1,1,311,5,Needs Attention,0,Loyal Customers
13484,2011-04-12 16:30:00,241,1,313.8,1,1,2,112,4,Lost,1,Lost
13485,2011-04-20 13:58:00,233,1,454.24,1,1,2,112,4,Lost,1,Lost
13486,2011-09-22 13:13:00,78,3,1122.41,2,3,4,234,9,At Risk,0,Loyal Customers
13487,2011-10-13 12:07:00,58,3,575.4,3,3,3,333,9,Loyal Customers,0,Loyal Customers
13488,2011-11-22 14:41:00,17,13,8968.31,4,5,5,455,14,Champions,3,High Value
13489,2011-08-26 13:16:00,105,4,449.52,2,4,2,242,8,At Risk,0,Loyal Customers
13491,2011-10-19 08:32:00,52,10,1215.82,3,5,4,354,12,Loyal Customers,0,Loyal Customers
13492,2011-07-26 14:25:00,136,3,1269.84,2,3,4,234,9,At Risk,0,Loyal Customers
13493,2011-03-09 15:35:00,275,2,618.63,1,2,3,123,6,Lost,1,Lost
13494,2011-02-01 11:58:00,312,1,316.26000000000005,1,1,2,112,4,Lost,1,Lost
13495,2011-12-02 11:21:00,8,5,2044.87,5,4,4,544,13,Champions,0,Loyal Customers
13496,2011-11-29 10:58:00,11,2,653.33,5,2,3,523,10,Promising,0,Loyal Customers
13497,2011-03-02 09:04:00,283,2,348.05,1,2,2,122,5,Lost,1,Lost
13499,2011-11-22 11:21:00,18,5,1159.11,4,4,4,444,12,Champions,0,Loyal Customers
13500,2011-11-16 15:35:00,23,3,1166.77,4,3,4,434,11,Loyal Customers,0,Loyal Customers
13501,2011-02-24 18:59:00,288,1,1340.32,1,1,4,114,6,Lost,1,Lost
13502,2011-11-23 10:39:00,17,3,292.0,4,3,2,432,9,Loyal Customers,0,Loyal Customers
13503,2011-09-29 13:23:00,71,1,216.85,3,1,1,311,5,Needs Attention,0,Loyal Customers
13504,2011-10-06 13:20:00,64,1,295.93,3,1,2,312,6,Needs Attention,0,Loyal Customers
13505,2011-09-28 11:56:00,73,4,4393.63,2,4,5,245,11,At Risk,0,Loyal Customers
13506,2011-01-27 13:53:00,316,2,458.52,1,2,2,122,5,Lost,1,Lost
13507,2011-12-06 13:13:00,3,4,2479.16,5,4,5,545,14,Champions,0,Loyal Customers
13508,2011-04-10 11:58:00,244,1,110.97,1,1,1,111,3,Lost,1,Lost
13509,2011-12-01 10:10:00,9,7,979.72,5,5,4,554,14,Champions,0,Loyal Customers
13510,2011-12-08 13:46:00,1,4,1791.56,5,4,4,544,13,Champions,0,Loyal Customers
13512,2011-03-24 10:03:00,261,1,251.21,1,1,2,112,4,Lost,1,Lost
13513,2011-08-05 11:50:00,127,1,205.1,2,1,1,211,4,Lost,0,Loyal Customers
13514,2011-09-27 09:39:00,74,1,152.20000000000002,2,1,1,211,4,Lost,0,Loyal Customers
13515,2011-09-28 11:26:00,73,4,891.12,2,4,3,243,9,At Risk,0,Loyal Customers
13516,2011-11-18 13:15:00,21,3,1389.41,4,3,4,434,11,Loyal Customers,0,Loyal Customers
13517,2011-10-11 11:43:00,60,3,2128.42,3,3,5,335,11,Loyal Customers,0,Loyal Customers
13518,2011-09-15 10:29:00,86,1,659.44,2,1,3,213,6,Lost,0,Loyal Customers
13519,2011-09-22 18:24:00,78,1,122.75,2,1,1,211,4,Lost,0,Loyal Customers
13520,2011-10-12 10:20:00,59,6,3624.35,3,5,5,355,13,Loyal Customers,0,Loyal Customers
13521,2011-12-08 13:50:00,1,3,1093.65,5,3,4,534,12,Loyal Customers,0,Loyal Customers
13522,2011-11-09 15:11:00,30,1,125.8,4,1,1,411,6,Promising,0,Loyal Customers
13523,2011-11-06 15:11:00,33,5,3964.88,4,4,5,445,13,Champions,0,Loyal Customers
13524,2011-10-30 12:34:00,41,5,680.1800000000001,3,4,3,343,10,Loyal Customers,0,Loyal Customers
13525,2011-11-25 12:01:00,15,2,628.78,4,2,3,423,9,Promising,0,Loyal Customers
13527,2011-11-06 12:04:00,34,7,2287.51,3,5,5,355,13,Loyal Customers,0,Loyal Customers
13529,2011-09-22 09:15:00,79,2,307.76,2,2,2,222,6,Lost,0,Loyal Customers
13531,2011-05-18 16:56:00,205,2,483.8,1,2,2,122,5,Lost,1,Lost
13532,2011-11-06 12:25:00,34,1,210.31,3,1,1,311,5,Needs Attention,0,Loyal Customers
13533,2011-06-10 11:54:00,183,3,270.79,1,3,2,132,6,At Risk,1,Lost
13534,2011-12-07 14:52:00,2,25,5870.08,5,5,5,555,15,Champions,3,High Value
13536,2011-12-08 16:38:00,1,7,3448.29,5,5,5,555,15,Champions,0,Loyal Customers
13538,2011-10-27 16:34:00,43,7,1280.85,3,5,4,354,12,Loyal Customers,0,Loyal Customers
13539,2011-09-15 10:18:00,86,3,631.34,2,3,3,233,8,At Risk,0,Loyal Customers
13544,2011-10-31 11:57:00,40,2,291.41,3,2,2,322,7,Needs Attention,0,Loyal Customers
13546,2011-11-27 14:50:00,12,3,626.99,5,3,3,533,11,Loyal Customers,0,Loyal Customers
13548,2011-09-04 14:50:00,96,2,682.41,2,2,3,223,7,Lost,0,Loyal Customers
13549,2011-11-14 09:20:00,26,7,918.2,4,5,3,453,12,Champions,0,Loyal Customers
13551,2011-01-24 14:46:00,319,1,91.8,1,1,1,111,3,Lost,1,Lost
13552,2011-10-04 15:19:00,66,12,3740.07,3,5,5,355,13,Loyal Customers,0,Loyal Customers
13555,2011-09-27 12:36:00,74,4,4149.28,2,4,5,245,11,At Risk,0,Loyal Customers
13557,2011-11-11 15:24:00,28,2,584.0600000000001,4,2,3,423,9,Promising,0,Loyal Customers
13558,2011-12-04 11:24:00,6,4,605.06,5,4,3,543,12,Champions,0,Loyal Customers
13560,2011-12-02 13:11:00,7,1,174.37,5,1,1,511,7,Promising,0,Loyal Customers
13561,2011-05-08 12:39:00,216,1,141.86,1,1,1,111,3,Lost,1,Lost
13562,2011-09-19 10:51:00,82,3,1799.3300000000002,2,3,4,234,9,At Risk,0,Loyal Customers
13563,2011-09-16 14:45:00,84,2,777.53,2,2,3,223,7,Lost,0,Loyal Customers
13564,2011-07-18 14:33:00,144,3,1749.02,2,3,4,234,9,At Risk,0,Loyal Customers
13565,2011-11-20 14:33:00,19,2,240.22,4,2,1,421,7,Promising,0,Loyal Customers
13566,2011-10-30 11:59:00,41,2,874.71,3,2,3,323,8,Needs Attention,0,Loyal Customers
13568,2011-06-19 14:42:00,173,1,192.85,2,1,1,211,4,Lost,1,Lost
13569,2011-11-22 13:07:00,17,2,373.75,4,2,2,422,8,Promising,0,Loyal Customers
13570,2011-04-10 13:36:00,243,1,239.49,1,1,1,111,3,Lost,1,Lost
13571,2011-11-27 10:47:00,13,12,2092.32,5,5,5,555,15,Champions,0,Loyal Customers
13572,2011-05-18 11:59:00,206,1,1384.25,1,1,4,114,6,Lost,1,Lost
13573,2011-10-20 14:33:00,50,2,294.40000000000003,3,2,2,322,7,Needs Attention,0,Loyal Customers
13575,2011-11-16 13:14:00,23,5,732.07,4,4,3,443,11,Champions,0,Loyal Customers
